y	x	key	showSelected1	group
3.10810810810811	115	185	185	-1
3.13513513513514	116	185	185	-1
3.12	117	185	185	-1
3.10526315789474	118	185	185	-1
3.13157894736842	119	185	185	-1
3.11688311688312	120	185	185	-1
3.14285714285714	121	185	185	-1
3.12820512820513	122	185	185	-1
3.11392405063291	123	185	185	-1
3.13924050632911	124	185	185	-1
3.125	125	185	185	-1
3.11111111111111	126	185	185	-1
3.09756097560976	127	185	185	-1
3.08433734939759	128	185	185	-1
3.10843373493976	129	185	185	-1
3.0952380952381	130	185	185	-1
3.08235294117647	131	185	185	-1
3.06976744186047	132	185	185	-1
3.09302325581395	133	185	185	-1
3.08045977011494	134	185	185	-1
3.06818181818182	135	185	185	-1
3.0561797752809	136	185	185	-1
3.04444444444444	137	185	185	-1
3.03296703296703	138	185	185	-1
3.05494505494505	139	185	185	-1
3.07692307692308	140	185	185	-1
3.06521739130435	141	185	185	-1
3.08695652173913	142	185	185	-1
3.10869565217391	143	185	185	-1
3.09677419354839	144	185	185	-1
3.08510638297872	145	185	185	-1
3.1063829787234	146	185	185	-1
3.09473684210526	147	185	185	-1
3.11578947368421	148	185	185	-1
3.10416666666667	149	185	185	-1
3.09278350515464	150	185	185	-1
3.08163265306122	151	185	185	-1
3.07070707070707	152	185	185	-1
3.06	153	185	185	-1
3.04950495049505	154	185	185	-1
3.06930693069307	155	185	185	-1
3.05882352941176	156	185	185	-1
3.07843137254902	157	185	185	-1
3.06796116504854	158	185	185	-1
3.05769230769231	159	185	185	-1
3.04761904761905	160	185	185	-1
3.0377358490566	161	185	185	-1
3.02803738317757	162	185	185	-1
3.01851851851852	163	185	185	-1
3.00917431192661	164	185	185	-1
3	165	185	185	-1
3.01818181818182	166	185	185	-1
3.00900900900901	167	185	185	-1
3	168	185	185	-1
2.99115044247788	169	185	185	-1
2.98245614035088	170	185	185	-1
2.97391304347826	171	185	185	-1
2.99130434782609	172	185	185	-1
3.00869565217391	173	185	185	-1
3	174	185	185	-1
2.99145299145299	175	185	185	-1
2.98305084745763	176	185	185	-1
3	177	185	185	-1
2.99159663865546	178	185	185	-1
2.98333333333333	179	185	185	-1
2.97520661157025	180	185	185	-1
2.99173553719008	181	185	185	-1
2.98360655737705	182	185	185	-1
2.97560975609756	183	185	185	-1
2.99186991869919	184	185	185	-1
2.98387096774194	185	185	185	-1
2	1	186	186	-1
2	2	186	186	-1
3	3	186	186	-1
4	4	186	186	-1
5	5	186	186	-1
6	6	186	186	-1
4.66666666666667	7	186	186	-1
4	8	186	186	-1
4.5	9	186	186	-1
4	10	186	186	-1
3.66666666666667	11	186	186	-1
3.42857142857143	12	186	186	-1
3.25	13	186	186	-1
3.11111111111111	14	186	186	-1
3.33333333333333	15	186	186	-1
3.2	16	186	186	-1
3.09090909090909	17	186	186	-1
3.27272727272727	18	186	186	-1
3.16666666666667	19	186	186	-1
3.33333333333333	20	186	186	-1
3.5	21	186	186	-1
3.66666666666667	22	186	186	-1
3.83333333333333	23	186	186	-1
3.69230769230769	24	186	186	-1
3.57142857142857	25	186	186	-1
3.71428571428571	26	186	186	-1
3.6	27	186	186	-1
3.5	28	186	186	-1
3.41176470588235	29	186	186	-1
3.33333333333333	30	186	186	-1
3.26315789473684	31	186	186	-1
3.2	32	186	186	-1
3.3	33	186	186	-1
3.23809523809524	34	186	186	-1
3.18181818181818	35	186	186	-1
3.1304347826087	36	186	186	-1
3.21739130434783	37	186	186	-1
3.16666666666667	38	186	186	-1
3.12	39	186	186	-1
3.2	40	186	186	-1
3.15384615384615	41	186	186	-1
3.23076923076923	42	186	186	-1
3.18518518518519	43	186	186	-1
3.14285714285714	44	186	186	-1
3.21428571428571	45	186	186	-1
3.17241379310345	46	186	186	-1
3.13333333333333	47	186	186	-1
3.09677419354839	48	186	186	-1
3.0625	49	186	186	-1
3.125	50	186	186	-1
3.1875	51	186	186	-1
3.15151515151515	52	186	186	-1
3.11764705882353	53	186	186	-1
3.08571428571429	54	186	186	-1
3.05555555555556	55	186	186	-1
3.11111111111111	56	186	186	-1
3.08108108108108	57	186	186	-1
3.05263157894737	58	186	186	-1
3.02564102564103	59	186	186	-1
3	60	186	186	-1
2.97560975609756	61	186	186	-1
2.95238095238095	62	186	186	-1
2.93023255813954	63	186	186	-1
2.97674418604651	64	186	186	-1
3.02325581395349	65	186	186	-1
3	66	186	186	-1
2.97777777777778	67	186	186	-1
2.95652173913043	68	186	186	-1
3	69	186	186	-1
3.04347826086957	70	186	186	-1
3.02127659574468	71	186	186	-1
3.06382978723404	72	186	186	-1
3.04166666666667	73	186	186	-1
3.02040816326531	74	186	186	-1
3.06122448979592	75	186	186	-1
3.04	76	186	186	-1
3.01960784313726	77	186	186	-1
3	78	186	186	-1
3.03846153846154	79	186	186	-1
3.07692307692308	80	186	186	-1
3.11538461538462	81	186	186	-1
3.15384615384615	82	186	186	-1
3.13207547169811	83	186	186	-1
3.11111111111111	84	186	186	-1
3.14814814814815	85	186	186	-1
3.18518518518519	86	186	186	-1
3.16363636363636	87	186	186	-1
3.14285714285714	88	186	186	-1
3.17857142857143	89	186	186	-1
3.21428571428571	90	186	186	-1
3.19298245614035	91	186	186	-1
3.2280701754386	92	186	186	-1
3.20689655172414	93	186	186	-1
3.1864406779661	94	186	186	-1
3.16666666666667	95	186	186	-1
3.14754098360656	96	186	186	-1
3.12903225806452	97	186	186	-1
3.11111111111111	98	186	186	-1
3.09375	99	186	186	-1
3.07692307692308	100	186	186	-1
3.06060606060606	101	186	186	-1
3.04477611940299	102	186	186	-1
3.07462686567164	103	186	186	-1
3.1044776119403	104	186	186	-1
3.13432835820896	105	186	186	-1
3.16417910447761	106	186	186	-1
3.14705882352941	107	186	186	-1
3.1304347826087	108	186	186	-1
3.11428571428571	109	186	186	-1
3.09859154929577	110	186	186	-1
3.08333333333333	111	186	186	-1
3.06849315068493	112	186	186	-1
3.0958904109589	113	186	186	-1
3.08108108108108	114	186	186	-1
3.10810810810811	115	186	186	-1
3.13513513513514	116	186	186	-1
3.12	117	186	186	-1
3.10526315789474	118	186	186	-1
3.13157894736842	119	186	186	-1
3.11688311688312	120	186	186	-1
3.14285714285714	121	186	186	-1
3.12820512820513	122	186	186	-1
3.11392405063291	123	186	186	-1
3.13924050632911	124	186	186	-1
3.125	125	186	186	-1
3.11111111111111	126	186	186	-1
3.09756097560976	127	186	186	-1
3.08433734939759	128	186	186	-1
3.10843373493976	129	186	186	-1
3.0952380952381	130	186	186	-1
3.08235294117647	131	186	186	-1
3.06976744186047	132	186	186	-1
3.09302325581395	133	186	186	-1
3.08045977011494	134	186	186	-1
3.06818181818182	135	186	186	-1
3.0561797752809	136	186	186	-1
3.04444444444444	137	186	186	-1
3.03296703296703	138	186	186	-1
3.05494505494505	139	186	186	-1
3.07692307692308	140	186	186	-1
3.06521739130435	141	186	186	-1
3.08695652173913	142	186	186	-1
3.10869565217391	143	186	186	-1
3.09677419354839	144	186	186	-1
3.08510638297872	145	186	186	-1
3.1063829787234	146	186	186	-1
3.09473684210526	147	186	186	-1
3.11578947368421	148	186	186	-1
3.10416666666667	149	186	186	-1
3.09278350515464	150	186	186	-1
3.08163265306122	151	186	186	-1
3.07070707070707	152	186	186	-1
3.06	153	186	186	-1
3.04950495049505	154	186	186	-1
3.06930693069307	155	186	186	-1
3.05882352941176	156	186	186	-1
3.07843137254902	157	186	186	-1
3.06796116504854	158	186	186	-1
3.05769230769231	159	186	186	-1
3.04761904761905	160	186	186	-1
3.0377358490566	161	186	186	-1
3.02803738317757	162	186	186	-1
3.01851851851852	163	186	186	-1
3.00917431192661	164	186	186	-1
3	165	186	186	-1
3.01818181818182	166	186	186	-1
3.00900900900901	167	186	186	-1
3	168	186	186	-1
2.99115044247788	169	186	186	-1
2.98245614035088	170	186	186	-1
2.97391304347826	171	186	186	-1
2.99130434782609	172	186	186	-1
3.00869565217391	173	186	186	-1
3	174	186	186	-1
2.99145299145299	175	186	186	-1
2.98305084745763	176	186	186	-1
3	177	186	186	-1
2.99159663865546	178	186	186	-1
2.98333333333333	179	186	186	-1
2.97520661157025	180	186	186	-1
2.99173553719008	181	186	186	-1
2.98360655737705	182	186	186	-1
2.97560975609756	183	186	186	-1
2.99186991869919	184	186	186	-1
2.98387096774194	185	186	186	-1
3	186	186	186	-1
2	1	187	187	-1
2	2	187	187	-1
3	3	187	187	-1
4	4	187	187	-1
5	5	187	187	-1
6	6	187	187	-1
4.66666666666667	7	187	187	-1
4	8	187	187	-1
4.5	9	187	187	-1
4	10	187	187	-1
3.66666666666667	11	187	187	-1
3.42857142857143	12	187	187	-1
3.25	13	187	187	-1
3.11111111111111	14	187	187	-1
3.33333333333333	15	187	187	-1
3.2	16	187	187	-1
3.09090909090909	17	187	187	-1
3.27272727272727	18	187	187	-1
3.16666666666667	19	187	187	-1
3.33333333333333	20	187	187	-1
3.5	21	187	187	-1
3.66666666666667	22	187	187	-1
3.83333333333333	23	187	187	-1
3.69230769230769	24	187	187	-1
3.57142857142857	25	187	187	-1
3.71428571428571	26	187	187	-1
3.6	27	187	187	-1
3.5	28	187	187	-1
3.41176470588235	29	187	187	-1
3.33333333333333	30	187	187	-1
3.26315789473684	31	187	187	-1
3.2	32	187	187	-1
3.3	33	187	187	-1
3.23809523809524	34	187	187	-1
3.18181818181818	35	187	187	-1
3.1304347826087	36	187	187	-1
3.21739130434783	37	187	187	-1
3.16666666666667	38	187	187	-1
3.12	39	187	187	-1
3.2	40	187	187	-1
3.15384615384615	41	187	187	-1
3.23076923076923	42	187	187	-1
3.18518518518519	43	187	187	-1
3.14285714285714	44	187	187	-1
3.21428571428571	45	187	187	-1
3.17241379310345	46	187	187	-1
3.13333333333333	47	187	187	-1
3.09677419354839	48	187	187	-1
3.0625	49	187	187	-1
3.125	50	187	187	-1
3.1875	51	187	187	-1
3.15151515151515	52	187	187	-1
